id	script	reading	english	tags	status	checks	note
h2p221	我觉得你说得对。	Wǒ jué de nǐ shuō de duì.	I think you're right.	random	verified	claude-blind,claude-review	
h2p222	我也是！	Wǒ yě shì!	Me too!	random	verified	claude-blind,claude-review	
h2p223	我也不知道。	Wǒ yě bù zhī dào.	I don't know either.	random	verified	claude-blind,claude-review	
h2p224	真的吗？	Zhēn de ma?	Really?	random	verified	claude-blind,claude-review	
h2p225	真的！	Zhēn de!	Really!	random	verified	claude-blind,claude-review	
h2p226	为什么？	Wèi shén me?	Why?	random	verified	claude-blind,claude-review	
h2p227	为什么不呢？	Wèi shén me bù ne?	Why not?	random	verified	claude-blind,claude-review	
h2p228	因为我喜欢你，所以我来了。	Yīn wèi wǒ xǐ huan nǐ, suǒ yǐ wǒ lái le.	Because I like you, I came.	random,happy	verified	claude-blind,claude-review	
h2p229	因为下雨，所以我没去。	Yīn wèi xià yǔ, suǒ yǐ wǒ méi qù.	Because it rained, I didn't go.	random	verified	claude-blind,claude-review	
h2p230	虽然很累，但是我很高兴。	Suī rán hěn lèi, dàn shì wǒ hěn gāo xìng.	Although I'm tired, I'm happy.	random,happy	verified	claude-blind,claude-review	
h2p231	虽然外面很冷，但是我想出去玩。	Suī rán wài mian hěn lěng, dàn shì wǒ xiǎng chū qù wán.	Although it's cold outside, I want to go out and play.	random	verified	claude-blind,claude-review	
h2p232	你别笑！	Nǐ bié xiào!	Don't laugh!	random	verified	claude-blind,claude-review	
h2p233	他笑了。	Tā xiào le.	He laughed.	random	verified	claude-blind,claude-review	
h2p234	你在笑什么？	Nǐ zài xiào shén me?	What are you laughing at?	random	verified	claude-blind,claude-review	
h2p235	我正在看书。	Wǒ zhèng zài kàn shū.	I'm reading right now.	random	verified	claude-blind,claude-review	
h2p236	他正在打电话。	Tā zhèng zài dǎ diàn huà.	He's on the phone right now.	random	verified	claude-blind,claude-review	
h2p237	我在找我的手机。	Wǒ zài zhǎo wǒ de shǒu jī.	I'm looking for my phone.	random	verified	claude-blind,claude-review	
h2p238	你看见我的手表了吗？	Nǐ kàn jiàn wǒ de shǒu biǎo le ma?	Have you seen my watch?	random	verified	claude-blind,claude-review	
h2p239	我的手机在哪儿？	Wǒ de shǒu jī zài nǎr?	Where's my phone?	random	verified	claude-blind,claude-review	
h2p240	给我打电话吧。	Gěi wǒ dǎ diàn huà ba.	Give me a call.	random	verified	claude-blind,claude-review	
h2p241	我告诉你一件事情。	Wǒ gào su nǐ yí jiàn shì qing.	Let me tell you something.	random	verified	claude-blind,claude-review	
h2p242	别告诉他！	Bié gào su tā!	Don't tell him!	random	verified	claude-blind,claude-review	
h2p243	你能帮助我吗？	Nǐ néng bāng zhù wǒ ma?	Can you help me?	random	verified	claude-blind,claude-review	
h2p244	谢谢你的帮助。	Xiè xie nǐ de bāng zhù.	Thank you for your help.	random	verified	claude-blind,claude-review	
h2p245	我来介绍一下。	Wǒ lái jiè shào yí xià.	Let me make the introductions.	random	verified	claude-blind,claude-review	
h2p246	请进！	Qǐng jìn!	Please come in!	random,greet	verified	claude-blind,claude-review	
h2p247	请等一下。	Qǐng děng yí xià.	Please wait a moment.	random	verified	claude-blind,claude-review	
h2p248	等等我！	Děng děng wǒ!	Wait for me!	random	verified	claude-blind,claude-review	
h2p249	我们一起走吧。	Wǒ men yì qǐ zǒu ba.	Let's go together.	random	verified	claude-blind,claude-review	
h2p250	你走得太快了！	Nǐ zǒu de tài kuài le!	You're walking too fast!	random	verified	claude-blind,claude-review	
h2p251	我不想洗衣服。	Wǒ bù xiǎng xǐ yī fu.	I don't want to do the laundry.	random	verified	claude-blind,claude-review	
h2p252	我去洗手。	Wǒ qù xǐ shǒu.	I'm going to wash my hands.	random	verified	claude-blind,claude-review	
h2p253	他在看报纸。	Tā zài kàn bào zhǐ.	He's reading the newspaper.	random	verified	claude-blind,claude-review	
h2p254	我喜欢喝咖啡。	Wǒ xǐ huan hē kā fēi.	I like drinking coffee.	random	verified	claude-blind,claude-review	
h2p255	咖啡太热了。	Kā fēi tài rè le.	The coffee is too hot.	random	verified	claude-blind,claude-review	
h2p256	我每天早上喝牛奶。	Wǒ měi tiān zǎo shang hē niú nǎi.	I drink milk every morning.	random	verified	claude-blind,claude-review	
h2p257	我不吃羊肉。	Wǒ bù chī yáng ròu.	I don't eat lamb.	random	verified	claude-blind,claude-review	
h2p258	这家饭店的菜很好吃。	Zhè jiā fàn diàn de cài hěn hǎo chī.	The food at this restaurant is very tasty.	random	verified	claude-blind,claude-review	
h2p259	服务员，我们要两杯茶。	Fú wù yuán, wǒ men yào liǎng bēi chá.	Waiter, we'd like two cups of tea.	random	verified	claude-blind,claude-review	
h2p260	我生病了。	Wǒ shēng bìng le.	I'm sick.	random	verified	claude-blind,claude-review	
h2p261	你要吃药。	Nǐ yào chī yào.	You need to take medicine.	random	verified	claude-blind,claude-review	
h2p262	你身体怎么样？	Nǐ shēn tǐ zěn me yàng?	How are you feeling?	random	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p263	我明天要去医院。	Wǒ míng tiān yào qù yī yuàn.	I have to go to the hospital tomorrow.	random	verified	claude-blind,claude-review	
h2p264	多喝水，多休息。	Duō hē shuǐ, duō xiū xi.	Drink lots of water and get lots of rest.	random	verified	claude-blind,claude-review	
h2p265	门开着。	Mén kāi zhe.	The door is open.	random	verified	claude-blind,claude-review	
h2p266	请开门！	Qǐng kāi mén!	Please open the door!	random	verified	claude-blind,claude-review	
h2p267	你在外面吗？	Nǐ zài wài mian ma?	Are you outside?	random	verified	claude-blind,claude-review	
h2p268	外面有人。	Wài mian yǒu rén.	There's someone outside.	random	verified	claude-blind,claude-review	
h2p269	我们进去吧。	Wǒ men jìn qù ba.	Let's go in.	random	verified	claude-blind,claude-review	
h2p270	你出来！	Nǐ chū lái!	Come out!	random	verified	claude-blind,claude-review	
h2p271	我不想出去。	Wǒ bù xiǎng chū qù.	I don't want to go out.	random	verified	claude-blind,claude-review	
h2p272	我可以进来吗？	Wǒ kě yǐ jìn lái ma?	May I come in?	random	verified	claude-blind,claude-review	
h2p273	他出去了。	Tā chū qù le.	He's gone out.	random	verified	claude-blind,claude-review	
h2p274	那个人是男的还是女的？	Nà ge rén shì nán de hái shì nǚ de?	Is that person a man or a woman?	random	verified	claude-blind,claude-review	
h2p275	你姓什么？	Nǐ xìng shén me?	What's your surname?	random	verified	claude-blind,claude-review	
h2p276	我有两百块钱。	Wǒ yǒu liǎng bǎi kuài qián.	I have two hundred yuan.	random	verified	claude-blind,claude-review	
h2p277	一千块太贵了！	Yì qiān kuài tài guì le!	A thousand yuan is too expensive!	random	verified	claude-blind,claude-review	
h2p278	我是第一！	Wǒ shì dì yī!	I'm number one!	random,happy	verified	claude-blind,claude-review	
h2p279	我最高！	Wǒ zuì gāo!	I'm the tallest!	random	verified	claude-blind,claude-review	
h2p280	你比我快。	Nǐ bǐ wǒ kuài.	You're faster than me.	random	verified	claude-blind,claude-review	
h2p281	他比我大两岁。	Tā bǐ wǒ dà liǎng suì.	He's two years older than me.	random	verified	claude-blind,claude-review	
h2p282	这个比那个好。	Zhè ge bǐ nà ge hǎo.	This one is better than that one.	random	verified	claude-blind,claude-review	
h2p283	我没有你高。	Wǒ méi yǒu nǐ gāo.	I'm not as tall as you.	random	verified	claude-blind,claude-review	
h2p284	这是新的吗？	Zhè shì xīn de ma?	Is this new?	random	verified	claude-blind,claude-review	
h2p285	我有一个新手机。	Wǒ yǒu yí gè xīn shǒu jī.	I have a new phone.	random	verified	claude-blind,claude-review	
h2p286	我喜欢你的新衣服。	Wǒ xǐ huan nǐ de xīn yī fu.	I like your new clothes.	random	verified	claude-blind,claude-review	
h2p287	这本书我看完了。	Zhè běn shū wǒ kàn wán le.	I've finished reading this book.	random	verified	claude-blind,claude-review	
h2p288	你做完了吗？	Nǐ zuò wán le ma?	Are you done?	random	verified	claude-blind,claude-review	
h2p289	我还没做完。	Wǒ hái méi zuò wán.	I haven't finished yet.	random	verified	claude-blind,claude-review	
h2p290	我们开始吧！	Wǒ men kāi shǐ ba!	Let's begin!	random	verified	claude-blind,claude-review	
h2p291	我们什么时候开始？	Wǒ men shén me shí hou kāi shǐ?	When do we start?	random	verified	claude-blind,claude-review	
h2p292	你准备好了吗？	Nǐ zhǔn bèi hǎo le ma?	Are you ready?	random	verified	claude-blind,claude-review	
h2p293	我准备好了！	Wǒ zhǔn bèi hǎo le!	I'm ready!	random	verified	claude-blind,claude-review	
h2p294	我希望明天是晴天。	Wǒ xī wàng míng tiān shì qíng tiān.	I hope it's sunny tomorrow.	random	verified	claude-blind,claude-review	
h2p295	我希望你快乐。	Wǒ xī wàng nǐ kuài lè.	I hope you're happy.	random	verified	claude-blind,claude-review	
h2p296	可能吧。	Kě néng ba.	Maybe.	random	verified	claude-blind,claude-review	
h2p297	这样可以吗？	Zhè yàng kě yǐ ma?	Is this OK?	random	verified	claude-blind,claude-review	
h2p298	不可以！	Bù kě yǐ!	No, you can't!	random,grabbed	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p299	我可以坐这儿吗？	Wǒ kě yǐ zuò zhèr ma?	May I sit here?	random	verified	claude-blind,claude-review	
h2p300	你要去哪儿？	Nǐ yào qù nǎr?	Where are you going?	random	verified	claude-blind,claude-review	
h2p301	我要这个。	Wǒ yào zhè ge.	I want this one.	random	verified	claude-blind,claude-review	
h2p302	我什么都不要。	Wǒ shén me dōu bú yào.	I don't want anything.	random	verified	claude-blind,claude-review	
h2p303	我们一起去吧！	Wǒ men yì qǐ qù ba!	Let's go together!	random	verified	claude-blind,claude-review	
h2p304	我们一起吃饭吧。	Wǒ men yì qǐ chī fàn ba.	Let's eat together.	random	verified	claude-blind,claude-review	
h2p305	我也想去。	Wǒ yě xiǎng qù.	I want to go too.	random	verified	claude-blind,claude-review	
h2p306	你也喜欢猫吗？	Nǐ yě xǐ huan māo ma?	Do you like cats too?	random	verified	claude-blind,claude-review	
h2p307	他也是学生。	Tā yě shì xué sheng.	He's a student too.	random	verified	claude-blind,claude-review	
h2p308	就是这个！	Jiù shì zhè ge!	This is the one!	random	verified	claude-blind,claude-review	
h2p309	我就在这儿。	Wǒ jiù zài zhèr.	I'm right here.	random,lonely	verified	claude-blind,claude-review	
h2p310	我就来！	Wǒ jiù lái!	I'm coming right away!	random	verified	claude-blind,claude-review	
h2p311	他还没来。	Tā hái méi lái.	He hasn't come yet.	random	verified	claude-blind,claude-review	
h2p312	还有问题吗？	Hái yǒu wèn tí ma?	Any more questions?	random	verified	claude-blind,claude-review	
h2p313	我还是学生。	Wǒ hái shì xué sheng.	I'm still a student.	random	verified	claude-blind,claude-review	
h2p314	对不起，我错了。	Duì bu qǐ, wǒ cuò le.	Sorry, I was wrong.	random	verified	claude-blind,claude-review	
h2p315	你错了。	Nǐ cuò le.	You're wrong.	random	verified	claude-blind,claude-review	
h2p316	没错！	Méi cuò!	That's right!	random	verified	claude-blind,claude-review	
h2p317	这个对吗？	Zhè ge duì ma?	Is this right?	random	verified	claude-blind,claude-review	
h2p318	你到哪儿了？	Nǐ dào nǎr le?	Where are you now?	random	verified	claude-blind,claude-review	
h2p319	我们到家了。	Wǒ men dào jiā le.	We're home.	random	verified	claude-blind,claude-review	
h2p320	我从学校回来了。	Wǒ cóng xué xiào huí lái le.	I'm back from school.	random	verified	claude-blind,claude-review	
h2p321	你往左边看。	Nǐ wǎng zuǒ bian kàn.	Look to the left.	random	verified	claude-blind,claude-review	
h2p322	左边是我家。	Zuǒ bian shì wǒ jiā.	My home is on the left.	random	verified	claude-blind,claude-review	
h2p323	你说话太快了。	Nǐ shuō huà tài kuài le.	You talk too fast.	random	verified	claude-blind,claude-review	
h2p324	请说慢一点儿。	Qǐng shuō màn yì diǎnr.	Please speak a bit more slowly.	random	verified	claude-blind,claude-review	
h2p325	别说话！	Bié shuō huà!	Don't talk!	random	verified	claude-blind,claude-review	
h2p326	他不想说话。	Tā bù xiǎng shuō huà.	He doesn't want to talk.	random	verified	claude-blind,claude-review	
h2p327	我没听懂。	Wǒ méi tīng dǒng.	I didn't understand what I heard.	random	verified	claude-blind,claude-review	
h2p328	你听懂了吗？	Nǐ tīng dǒng le ma?	Did you understand?	random	verified	claude-blind,claude-review	
h2p329	我听不懂。	Wǒ tīng bù dǒng.	I can't understand.	random	verified	claude-blind,claude-review	
h2p330	我唱得不好。	Wǒ chàng de bù hǎo.	I don't sing well.	random	verified	claude-blind,claude-review	
h2p331	你唱歌唱得真好！	Nǐ chàng gē chàng de zhēn hǎo!	You sing really well!	random	verified	claude-blind,claude-review	
h2p332	小猫正在睡觉。	Xiǎo māo zhèng zài shuì jiào.	The kitten is sleeping.	random	verified	claude-blind,claude-review	
h2p333	狗在外面跑。	Gǒu zài wài mian pǎo.	The dog is running around outside.	random	verified	claude-blind,claude-review	
h2p334	送你一个苹果。	Sòng nǐ yí gè píng guǒ.	Here, an apple for you.	random	verified	claude-blind,claude-review	
h2p335	这是我送你的。	Zhè shì wǒ sòng nǐ de.	This is a gift from me to you.	random	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p336	谢谢你送我这个。	Xiè xie nǐ sòng wǒ zhè ge.	Thank you for giving me this.	random	verified	claude-blind,claude-review	
h2p337	妈妈不让我出去玩。	Mā ma bú ràng wǒ chū qù wán.	Mum won't let me go out to play.	random	verified	claude-blind,claude-review	
h2p338	让我看看！	Ràng wǒ kàn kan!	Let me see!	random	verified	claude-blind,claude-review	
h2p339	让我想想。	Ràng wǒ xiǎng xiang.	Let me think.	random	verified	claude-blind,claude-review	
h2p340	我们玩得很高兴。	Wǒ men wán de hěn gāo xìng.	We had a great time.	random,happy	verified	claude-blind,claude-review	
h2p341	你想玩什么？	Nǐ xiǎng wán shén me?	What do you want to play?	random	verified	claude-blind,claude-review	
h2p342	别玩手机了！	Bié wán shǒu jī le!	Stop playing on your phone!	random	verified	claude-blind,claude-review	
h2p343	你每天几点睡觉？	Nǐ měi tiān jǐ diǎn shuì jiào?	What time do you go to bed every day?	random	verified	claude-blind,claude-review	
h2p344	我今天起得很早。	Wǒ jīn tiān qǐ de hěn zǎo.	I got up very early today.	random	verified	claude-blind,claude-review	
h2p345	你起床了吗？	Nǐ qǐ chuáng le ma?	Are you up?	random,wake	verified	claude-blind,claude-review	
h2p346	快起床！	Kuài qǐ chuáng!	Get up!	random,wake	verified	claude-blind,claude-review	
h2p347	他还在睡觉。	Tā hái zài shuì jiào.	He's still sleeping.	random	verified	claude-blind,claude-review	
h2p348	今天晚上你做什么？	Jīn tiān wǎn shang nǐ zuò shén me?	What are you doing tonight?	random	verified	claude-blind,claude-review	
h2p349	我晚上要学习。	Wǒ wǎn shang yào xué xí.	I have to study tonight.	random	verified	claude-blind,claude-review	
h2p350	下午我们去跑步吧。	Xià wǔ wǒ men qù pǎo bù ba.	Let's go running this afternoon.	random	verified	claude-blind,claude-review	
h2p351	每个星期我都去游泳。	Měi gè xīng qī wǒ dōu qù yóu yǒng.	I go swimming every week.	random	verified	claude-blind,claude-review	
h2p352	我们学校有很多教室。	Wǒ men xué xiào yǒu hěn duō jiào shì.	Our school has a lot of classrooms.	random	verified	claude-blind,claude-review	
h2p353	我的房间很小。	Wǒ de fáng jiān hěn xiǎo.	My room is very small.	random	verified	claude-blind,claude-review	
h2p354	你的房间真大！	Nǐ de fáng jiān zhēn dà!	Your room is really big!	random	verified	claude-blind,claude-review	
h2p355	我没见过雪。	Wǒ méi jiàn guo xuě.	I've never seen snow.	random	verified	claude-blind,claude-review	
h2p356	雪是白的。	Xuě shì bái de.	Snow is white.	random	verified	claude-blind,claude-review	
h2p357	西瓜里面是红的。	Xī guā lǐ mian shì hóng de.	Watermelon is red inside.	random	verified	claude-blind,claude-review	
h2p358	你的眼睛是什么颜色？	Nǐ de yǎn jing shì shén me yán sè?	What colour are your eyes?	random	verified	claude-blind,claude-review	
h2p359	他穿着红衣服。	Tā chuān zhe hóng yī fu.	He's wearing red clothes.	random	verified	claude-blind,claude-review	
h2p360	我今天穿什么？	Wǒ jīn tiān chuān shén me?	What shall I wear today?	random	verified	claude-blind,claude-review	
h2p361	这件衣服太长了。	Zhè jiàn yī fu tài cháng le.	This piece of clothing is too long.	random	verified	claude-blind,claude-review	
h2p362	他很高。	Tā hěn gāo.	He is tall.	random	verified	claude-blind,claude-review	
h2p363	我不高，但是我很快。	Wǒ bù gāo, dàn shì wǒ hěn kuài.	I'm not tall, but I'm fast.	random	verified	claude-blind,claude-review	
h2p364	虽然我很小，但是我吃得很多。	Suī rán wǒ hěn xiǎo, dàn shì wǒ chī de hěn duō.	Although I'm small, I eat a lot.	random,hungry	verified	claude-blind,claude-review	
h2p365	因为今天下雪，所以我们不去学校。	Yīn wèi jīn tiān xià xuě, suǒ yǐ wǒ men bú qù xué xiào.	Because it's snowing today, we're not going to school.	random	verified	claude-blind,claude-review	
h2p366	你为什么不高兴？	Nǐ wèi shén me bù gāo xìng?	Why aren't you happy?	random	verified	claude-blind,claude-review	
h2p367	你为什么在这儿？	Nǐ wèi shén me zài zhèr?	Why are you here?	random	verified	claude-blind,claude-review	
h2p368	他为什么还没来？	Tā wèi shén me hái méi lái?	Why hasn't he come yet?	random	verified	claude-blind,claude-review	
h2p369	你怎么知道？	Nǐ zěn me zhī dào?	How do you know?	random	verified	claude-blind,claude-review	
h2p370	我知道你是谁。	Wǒ zhī dào nǐ shì shéi.	I know who you are.	random	verified	claude-blind,claude-review	
h2p371	你知道他在哪儿吗？	Nǐ zhī dào tā zài nǎr ma?	Do you know where he is?	random	verified	claude-blind,claude-review	
h2p372	我不知道怎么说。	Wǒ bù zhī dào zěn me shuō.	I don't know how to say it.	random	verified	claude-blind,claude-review	
h2p373	你觉得怎么样？	Nǐ jué de zěn me yàng?	What do you think?	random	verified	claude-blind,claude-review	
h2p374	我觉得有点儿冷。	Wǒ jué de yǒu diǎnr lěng.	I feel a little cold.	random	verified	claude-blind,claude-review	
h2p375	这个问题很好。	Zhè ge wèn tí hěn hǎo.	That's a good question.	random	verified	claude-blind,claude-review	
h2p376	没问题！	Méi wèn tí!	No problem!	random	verified	claude-blind,claude-review	
h2p377	我有一个问题。	Wǒ yǒu yí gè wèn tí.	I have a question.	random	verified	claude-blind,claude-review	
h2p378	这是什么意思？	Zhè shì shén me yì si?	What does this mean?	random	verified	claude-blind,claude-review	
h2p379	有意思！	Yǒu yì si!	Interesting!	random	verified	claude-blind,claude-review	
h2p380	这本书很有意思。	Zhè běn shū hěn yǒu yì si.	This book is very interesting.	random	verified	claude-blind,claude-review	
h2p381	那个电影有意思吗？	Nà ge diàn yǐng yǒu yì si ma?	Is that movie interesting?	random	verified	claude-blind,claude-review	
h2p382	你来一下。	Nǐ lái yí xià.	Come here a moment.	random	verified	claude-blind,claude-review	
h2p383	我看一下。	Wǒ kàn yí xià.	Let me take a look.	random	verified	claude-blind,claude-review	
h2p384	我想一下。	Wǒ xiǎng yí xià.	Let me think for a moment.	random	verified	claude-blind,claude-review	
h2p385	我的手表很贵。	Wǒ de shǒu biǎo hěn guì.	My watch is expensive.	random	verified	claude-blind,claude-review	
h2p386	我的手机没电了。	Wǒ de shǒu jī méi diàn le.	My phone is out of battery.	random	verified	claude-blind,claude-review	
h2p387	这是今天的报纸。	Zhè shì jīn tiān de bào zhǐ.	This is today's newspaper.	random	verified	claude-blind,claude-review	
h2p388	我在机场等你。	Wǒ zài jī chǎng děng nǐ.	I'll wait for you at the airport.	random	verified	claude-blind,claude-review	
h2p389	飞机几点到？	Fēi jī jǐ diǎn dào?	What time does the plane arrive?	random	verified	claude-blind,claude-review	
h2p390	我坐飞机去旅游。	Wǒ zuò fēi jī qù lǚ yóu.	I'm flying off on a trip.	random	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p391	你住在几号房间？	Nǐ zhù zài jǐ hào fáng jiān?	Which room are you staying in?	random	verified	claude-blind,claude-review	
h2p392	他坐公共汽车上班。	Tā zuò gōng gòng qì chē shàng bān.	He takes the bus to work.	random	verified	claude-blind,claude-review	
h2p393	公共汽车来了！	Gōng gòng qì chē lái le!	The bus is here!	random	verified	claude-blind,claude-review	
h2p394	公司离我家很远。	Gōng sī lí wǒ jiā hěn yuǎn.	The company is far from my home.	random	verified	claude-blind,claude-review	
h2p395	走路去要多长时间？	Zǒu lù qù yào duō cháng shí jiān?	How long does it take to walk there?	random	verified	claude-blind,claude-review	
h2p396	学校离我家不远。	Xué xiào lí wǒ jiā bù yuǎn.	The school isn't far from my home.	random	verified	claude-blind,claude-review	
h2p397	我们走路去吧。	Wǒ men zǒu lù qù ba.	Let's walk there.	random	verified	claude-blind,claude-review	
h2p398	我家旁边有个商店。	Wǒ jiā páng biān yǒu gè shāng diàn.	There's a shop next to my home.	random	verified	claude-blind,claude-review	
h2p399	你坐我旁边吧。	Nǐ zuò wǒ páng biān ba.	Sit next to me.	random,lonely	verified	claude-blind,claude-review	
h2p400	她是我们的新同学。	Tā shì wǒ men de xīn tóng xué.	She's our new classmate.	random	verified	claude-blind,claude-review	
h2p401	大家都来了吗？	Dà jiā dōu lái le ma?	Is everyone here?	random	verified	claude-blind,claude-review	
h2p402	大家一起唱吧！	Dà jiā yì qǐ chàng ba!	Everyone, sing together!	random	verified	claude-blind,claude-review	
h2p403	我给你打电话。	Wǒ gěi nǐ dǎ diàn huà.	I'll call you.	random	verified	claude-blind,claude-review	
h2p404	我给你买了一个西瓜。	Wǒ gěi nǐ mǎi le yí gè xī guā.	I bought you a watermelon.	random	verified	claude-blind,claude-review	
h2p405	这是给你的。	Zhè shì gěi nǐ de.	This is for you.	random	verified	claude-blind,claude-review	
h2p406	我们去外面吃饭吧。	Wǒ men qù wài mian chī fàn ba.	Let's eat out.	random	verified	claude-blind,claude-review	
h2p407	你想吃米饭还是面条？	Nǐ xiǎng chī mǐ fàn hái shì miàn tiáo?	Do you want rice or noodles?	random	verified	claude-blind,claude-review	
h2p408	鸡蛋很便宜。	Jī dàn hěn pián yi.	Eggs are cheap.	random	verified	claude-blind,claude-review	
h2p409	茶比咖啡好喝。	Chá bǐ kā fēi hǎo hē.	Tea tastes better than coffee.	random	verified	claude-blind,claude-review	
h2p410	西瓜是我最喜欢的水果。	Xī guā shì wǒ zuì xǐ huan de shuǐ guǒ.	Watermelon is my favourite fruit.	random	verified	claude-blind,claude-review	
h2p411	你吃过羊肉吗？	Nǐ chī guo yáng ròu ma?	Have you ever eaten lamb?	random	verified	claude-blind,claude-review	
h2p412	我没去过北京。	Wǒ méi qù guo běi jīng.	I've never been to Beijing.	random	verified	claude-blind,claude-review	
h2p413	今天是几月几日？	Jīn tiān shì jǐ yuè jǐ rì?	What's the date today?	random	verified	claude-blind,claude-review	
h2p414	一年有三百六十五天。	Yì nián yǒu sān bǎi liù shí wǔ tiān.	A year has three hundred and sixty-five days.	random	verified	claude-blind,claude-review	
h2p415	我有一千个问题！	Wǒ yǒu yì qiān gè wèn tí!	I have a thousand questions!	random	verified	claude-blind,claude-review	
h2p416	我们两个人一起去。	Wǒ men liǎng gè rén yì qǐ qù.	The two of us will go together.	random	verified	claude-blind,claude-review	
h2p417	那个男人是谁？	Nà ge nán rén shì shéi?	Who is that man?	random	verified	claude-blind,claude-review	
h2p418	您请坐。	Nín qǐng zuò.	Please have a seat.	random,greet	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p419	您想喝什么？	Nín xiǎng hē shén me?	What would you like to drink?	random	verified	claude-blind,claude-review	
h2p420	它在哪儿？	Tā zài nǎr?	Where is it?	random	verified	claude-blind,claude-review	
h2p421	我喜欢它。	Wǒ xǐ huan tā.	I like it.	random	verified	claude-blind,claude-review	
h2p422	别看！	Bié kàn!	Don't look!	random	verified	claude-blind,claude-review	
h2p423	你真的要走吗？	Nǐ zhēn de yào zǒu ma?	Are you really leaving?	random,lonely	verified	claude-blind,claude-review	
h2p424	我真的不知道。	Wǒ zhēn de bù zhī dào.	I really don't know.	random	verified	claude-blind,claude-review	
h2p425	这个真大！	Zhè ge zhēn dà!	This is really big!	random	verified	claude-blind,claude-review	
h2p426	你真高！	Nǐ zhēn gāo!	You're really tall!	random	verified	claude-blind,claude-review	
h2p427	今天真冷！	Jīn tiān zhēn lěng!	It's really cold today!	random	verified	claude-blind,claude-review	
h2p428	你是我最好的朋友。	Nǐ shì wǒ zuì hǎo de péng you.	You're my best friend.	random,pet	verified	claude-blind,claude-review	
h2p429	我最不喜欢考试。	Wǒ zuì bù xǐ huan kǎo shì.	I like exams least of all.	random	verified	claude-blind,claude-review	
h2p430	我准备了很多吃的。	Wǒ zhǔn bèi le hěn duō chī de.	I've prepared lots of food.	random	verified	claude-blind,claude-review	
h2p431	我希望能去中国。	Wǒ xī wàng néng qù zhōng guó.	I hope I can go to China.	random	verified	claude-blind,claude-review	
h2p432	他可能不来了。	Tā kě néng bù lái le.	He might not come.	random	verified	claude-blind,claude-review	
h2p433	我可能错了。	Wǒ kě néng cuò le.	I might be wrong.	random	verified	claude-blind,claude-review	
h2p434	我已经知道了。	Wǒ yǐ jīng zhī dào le.	I already know.	random	verified	claude-blind,claude-review	
h2p435	已经十点了！	Yǐ jīng shí diǎn le!	It's already ten o'clock!	random	verified	claude-blind,claude-review	
h2p436	你在等谁？	Nǐ zài děng shéi?	Who are you waiting for?	random	verified	claude-blind,claude-review	
h2p437	你等我一下。	Nǐ děng wǒ yí xià.	Wait for me a moment.	random	verified	claude-blind,claude-review	
h2p438	他在找你。	Tā zài zhǎo nǐ.	He's looking for you.	random	verified	claude-blind,claude-review	
h2p439	我找到了！	Wǒ zhǎo dào le!	I found it!	random	verified	claude-blind,claude-review	
h2p440	你找什么？	Nǐ zhǎo shén me?	What are you looking for?	random	verified	claude-blind,claude-review	
h2p441	这儿的东西都很便宜。	Zhèr de dōng xi dōu hěn pián yi.	Everything here is cheap.	random	verified	claude-blind,claude-review	
h2p442	西瓜怎么卖？	Xī guā zěn me mài?	How much is the watermelon?	random	verified	claude-blind,claude-review	
h2p443	这个卖完了。	Zhè ge mài wán le.	This is sold out.	random	verified	claude-blind,claude-review	
h2p444	你会打篮球吗？	Nǐ huì dǎ lán qiú ma?	Can you play basketball?	random	verified	claude-blind,claude-review	
h2p445	我不会跳舞。	Wǒ bú huì tiào wǔ.	I can't dance.	random	verified	claude-blind,claude-review	
h2p446	我身体很好。	Wǒ shēn tǐ hěn hǎo.	I'm in good health.	random	verified	claude-blind,claude-review	
h2p447	你要多运动。	Nǐ yào duō yùn dòng.	You should exercise more.	random	verified	claude-blind,claude-review	
h2p448	跑步很累。	Pǎo bù hěn lèi.	Running is tiring.	random	verified	claude-blind,claude-review	
h2p449	游泳很有意思。	Yóu yǒng hěn yǒu yì si.	Swimming is fun.	random	verified	claude-blind,claude-review	
