id	script	reading	english	gloss	status	checks	note
h3p147	这是个好机会，我们出去玩吧！	Zhè shì gè hǎo jī huì, wǒ men chū qù wán ba!	This is a great chance. Let's go out and play!	Es una buena oportunidad, ¡salgamos a jugar!	verified	claude-blind,claude-review	
h3p148	今天出太阳了，我高兴极了！	Jīn tiān chū tài yáng le, wǒ gāo xìng jí le!	The sun is out today. I'm so happy!	Hoy salió el sol, ¡estoy contentísimo!	verified	claude-blind,claude-review	
h3p149	你还记得我的名字吗？	Nǐ hái jì de wǒ de míng zi ma?	Do you still remember my name?	¿Todavía te acuerdas de mi nombre?	verified	claude-blind,claude-review	
h3p150	我最喜欢的季节是春天。	Wǒ zuì xǐ huan de jì jié shì chūn tiān.	Spring is my favorite season.	Mi estación favorita es la primavera.	verified	claude-blind,claude-review	
h3p151	让我检查一下你的包里有没有吃的。	Ràng wǒ jiǎn chá yí xià nǐ de bāo lǐ yǒu méi yǒu chī de.	Let me check whether there's any food in your bag.	Déjame revisar si hay algo de comer en tu bolsa.	verified	claude-blind,claude-review	
h3p152	这个很简单，我也会！	Zhè ge hěn jiǎn dān, wǒ yě huì!	This is easy. Even I can do it!	Esto es fácil, ¡hasta yo puedo hacerlo!	verified	claude-blind,claude-review	
h3p153	多吃水果，身体才健康。	Duō chī shuǐ guǒ, shēn tǐ cái jiàn kāng.	Eat more fruit and you'll be healthy.	Come más fruta y así tendrás buena salud.	verified	claude-blind,claude-review	
h3p154	明天见面时，我有东西要给你看。	Míng tiān jiàn miàn shí, wǒ yǒu dōng xi yào gěi nǐ kàn.	When we meet tomorrow, I have something to show you.	Cuando nos veamos mañana, tengo algo que mostrarte.	verified	claude-blind,claude-review	
h3p155	我给你讲讲今天的事情吧。	Wǒ gěi nǐ jiǎng jiǎng jīn tiān de shì qing ba.	Let me tell you what happened today.	Te voy a contar lo que pasó hoy.	verified	claude-blind,claude-review	
h3p156	你教我说话，好不好？	Nǐ jiāo wǒ shuō huà, hǎo bu hǎo?	Will you teach me to talk?	¿Me enseñas a hablar, sí?	verified	claude-blind,claude-review	
h3p157	我喜欢坐在桌子的一角。	Wǒ xǐ huan zuò zài zhuō zi de yì jiǎo.	I like sitting on the corner of the table.	Me gusta sentarme en una esquina de la mesa.	verified	claude-blind,claude-review	
h3p158	我的脚好冷。	Wǒ de jiǎo hǎo lěng.	My feet are so cold.	Tengo los pies muy fríos.	verified	claude-blind,claude-review	
h3p159	你能来接我吗？	Nǐ néng lái jiē wǒ ma?	Can you come and pick me up?	¿Puedes venir a recogerme?	verified	claude-blind,claude-review	
h3p160	电视里有一个好看的节目。	Diàn shì lǐ yǒu yí gè hǎo kàn de jié mù.	There's a good show on TV.	En la televisión hay un programa muy bueno.	verified	claude-blind,claude-review	
h3p161	今天是节日，我们吃好吃的吧！	Jīn tiān shì jié rì, wǒ men chī hǎo chī de ba!	It's a holiday today. Let's eat something yummy!	Hoy es fiesta, ¡comamos algo rico!	verified	claude-blind,claude-review	
h3p162	两只小鱼要结婚了！	Liǎng zhī xiǎo yú yào jié hūn le!	Two little fish are getting married!	¡Dos pececitos se van a casar!	verified	claude-blind,claude-review	
h3p163	会议什么时候结束？	Huì yì shén me shí hou jié shù?	When does the meeting end?	¿Cuándo termina la reunión?	verified	claude-blind,claude-review	
h3p164	我不会做这个，你能帮我解决吗？	Wǒ bú huì zuò zhè ge, nǐ néng bāng wǒ jiě jué ma?	I can't do this. Can you sort it out for me?	No sé hacer esto, ¿puedes ayudarme a resolverlo?	verified	claude-blind,claude-review	
h3p165	我可以借你的椅子坐一下吗？	Wǒ kě yǐ jiè nǐ de yǐ zi zuò yí xià ma?	Can I borrow your chair for a bit?	¿Puedo tomar prestada tu silla para sentarme un rato?	verified	claude-blind,claude-review	
h3p166	你为什么经常不理我？	Nǐ wèi shén me jīng cháng bù lǐ wǒ?	Why do you so often ignore me?	¿Por qué me ignoras tan seguido?	verified	claude-blind,claude-review	
h3p167	我看到一只猫经过门口。	Wǒ kàn dào yì zhī māo jīng guò mén kǒu.	I saw a cat pass by the door.	Vi un gato pasar por la puerta.	verified	claude-blind,claude-review	
h3p168	你的经理今天不高兴吗？	Nǐ de jīng lǐ jīn tiān bù gāo xìng ma?	Is your manager in a bad mood today?	¿Tu gerente no está contento hoy?	verified	claude-blind,claude-review	
h3p169	你走了好久，我一个人好难过。	Nǐ zǒu le hǎo jiǔ, wǒ yí gè rén hǎo nán guò.	You have been gone so long. I am so sad on my own.	Llevas mucho tiempo fuera y estoy muy triste solo.	verified	claude-blind,claude-review	
h3p170	这本旧书是我最爱的。	Zhè běn jiù shū shì wǒ zuì ài de.	This old book is my favorite.	Este libro viejo es mi favorito.	verified	claude-blind,claude-review	
h3p171	你能教我说这个句子吗？	Nǐ néng jiāo wǒ shuō zhè ge jù zi ma?	Can you teach me to say this sentence?	¿Puedes enseñarme a decir esta oración?	verified	claude-blind,claude-review	
h3p172	我决定了，今天不睡觉！	Wǒ jué dìng le, jīn tiān bú shuì jiào!	I've decided. I'm not sleeping today!	¡Ya lo decidí, hoy no voy a dormir!	verified	claude-blind,claude-review	
h3p173	你的脸好可爱！	Nǐ de liǎn hǎo kě ài!	Your face is so cute!	¡Qué linda es tu cara!	verified	claude-blind,claude-review	
h3p174	我渴了，想喝水。	Wǒ kě le, xiǎng hē shuǐ.	I'm thirsty. I want some water.	Tengo sed, quiero agua.	verified	claude-blind,claude-review	
h3p175	现在是三点一刻。	Xiàn zài shì sān diǎn yí kè.	It's a quarter past three.	Son las tres y cuarto.	verified	claude-blind,claude-review	
h3p176	有客人来了，快去开门！	Yǒu kè rén lái le, kuài qù kāi mén!	A guest is here. Go and open the door!	Llegó una visita, ¡ve rápido a abrir la puerta!	verified	claude-blind,claude-review	
h3p177	空调太冷了，我要感冒了。	Kōng tiáo tài lěng le, wǒ yào gǎn mào le.	The air conditioning is too cold. I'm going to catch a cold.	El aire acondicionado está demasiado frío, me voy a resfriar.	verified	claude-blind,claude-review	
h3p178	我想吃一口你的蛋糕。	Wǒ xiǎng chī yì kǒu nǐ de dàn gāo.	I'd like a bite of your cake.	Quiero un bocado de tu pastel.	verified	claude-blind,claude-review	
h3p179	你走了，我想哭。	Nǐ zǒu le, wǒ xiǎng kū.	You're leaving, and I want to cry.	Te vas y me dan ganas de llorar.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p180	你的裤子真好看。	Nǐ de kù zi zhēn hǎo kàn.	Your trousers look really nice.	Tu pantalón te queda muy bien.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p181	我不会用筷子。	Wǒ bú huì yòng kuài zi.	I can't use chopsticks.	No sé usar palillos.	verified	claude-blind,claude-review	
h3p182	天是蓝的，草是绿的。	Tiān shì lán de, cǎo shì lǜ de.	The sky is blue and the grass is green.	El cielo es azul y el pasto es verde.	verified	claude-blind,claude-review	
h3p183	我们的房子已经很旧了。	Wǒ men de fáng zi yǐ jīng hěn jiù le.	Our house is very old now.	Nuestra casa ya está muy vieja.	verified	claude-blind,claude-review	
h3p184	别离开我，好吗？	Bié lí kāi wǒ, hǎo ma?	Don't leave me, okay?	No me dejes, ¿sí?	verified	claude-blind,claude-review	
h3p185	我今天没有力气。	Wǒ jīn tiān méi yǒu lì qi.	I have no strength today.	Hoy no tengo fuerzas.	verified	claude-blind,claude-review	
h3p186	你真厉害！	Nǐ zhēn lì hài!	You're amazing!	¡Qué increíble eres!	verified	claude-blind,claude-review	
h3p187	我饿得没有力气了。	Wǒ è de méi yǒu lì qi le.	I'm so hungry I have no strength left.	Tengo tanta hambre que no me quedan fuerzas.	verified	claude-blind,claude-review	
h3p188	我渴极了，快给我水！	Wǒ kě jí le, kuài gěi wǒ shuǐ!	I am parched. Quick, get me some water!	¡Me muero de sed, dame agua rápido!	verified	claude-blind,claude-review	
h3p189	我好害怕，别放开我！	Wǒ hǎo hài pà, bié fàng kāi wǒ!	I'm so scared. Don't let go!	Tengo mucho miedo, ¡no me sueltes!	verified	claude-blind,claude-review	
h3p191	我的脚好疼，是不是坏了？	Wǒ de jiǎo hǎo téng, shì bu shì huài le?	My foot really hurts. Is it broken?	Me duele mucho el pie, ¿será que se me rompió?	verified	claude-blind,claude-review	
h3p192	我刚才睡着了，现在有力气了。	Wǒ gāng cái shuì zháo le, xiàn zài yǒu lì qi le.	I was just asleep, and now I have some energy.	Acabo de dormir y ahora ya tengo energía.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p193	早上好，今天有什么好节目？	Zǎo shang hǎo, jīn tiān yǒu shén me hǎo jié mù?	Good morning! Any good shows on today?	¡Buenos días! ¿Hay algún programa bueno hoy?	verified	claude-blind,claude-review	
h3p194	又见面了，我好高兴！	Yòu jiàn miàn le, wǒ hǎo gāo xìng!	We meet again. I'm so happy!	¡Nos vemos otra vez, qué alegría!	verified	claude-blind,claude-review	
h3p195	我先走了，明天见！	Wǒ xiān zǒu le, míng tiān jiàn!	I'm heading off first. See you tomorrow!	Me voy primero, ¡hasta mañana!	verified	claude-blind,claude-review	
h3p196	别关电脑，我还想玩。	Bié guān diàn nǎo, wǒ hái xiǎng wán.	Don't turn off the computer. I still want to play.	No apagues la computadora, todavía quiero jugar.	verified	claude-blind,claude-review	
h3p197	没有你，我一个人好难过，想哭。	Méi yǒu nǐ, wǒ yí gè rén hǎo nán guò, xiǎng kū.	Without you I'm all alone and so sad I want to cry.	Sin ti estoy muy triste solo, me dan ganas de llorar.	verified	claude-blind,claude-review	
h3p198	谢谢你的蛋糕，好吃极了！	Xiè xie nǐ de dàn gāo, hǎo chī jí le!	Thanks for the cake. It's delicious!	Gracias por tu pastel, ¡estaba riquísimo!	verified	claude-blind,claude-review	
h3p199	再给我一口，好不好？	Zài gěi wǒ yì kǒu, hǎo bu hǎo?	Give me one more bite, okay?	Dame otro bocado, ¿sí?	verified	claude-blind,claude-review	
h3p201	我更饿了，你有吃的吗？	Wǒ gèng è le, nǐ yǒu chī de ma?	I'm even hungrier now. Have you got anything to eat?	Ahora tengo más hambre, ¿tienes algo de comer?	verified	claude-blind,claude-review	
h3p202	谢谢你关心我，我好高兴。	Xiè xie nǐ guān xīn wǒ, wǒ hǎo gāo xìng.	Thanks for caring about me. I am so happy.	Gracias por preocuparte por mí, estoy muy contento.	verified	claude-blind,claude-review	
h3p203	我们经常一起玩，我最开心了！	Wǒ men jīng cháng yì qǐ wán, wǒ zuì kāi xīn le!	We often play together, and it makes me so happy!	Jugamos juntos muy seguido, ¡y eso me hace muy feliz!	verified	claude-blind,claude-review	
h3p204	你刚才去哪儿了？我想你了。	Nǐ gāng cái qù nǎr le? Wǒ xiǎng nǐ le.	Where did you go just now? I missed you.	¿Adónde fuiste hace un rato? Te extrañé.	verified	claude-blind,claude-review	
h3p205	天气太热，我想开空调。	Tiān qì tài rè, wǒ xiǎng kāi kōng tiáo.	It's too hot. I want to turn on the air conditioning.	Hace demasiado calor, quiero prender el aire acondicionado.	verified	claude-blind,claude-review	
h3p206	门没关，风进来了。	Mén méi guān, fēng jìn lái le.	The door is not shut and the wind is coming in.	La puerta no está cerrada y entra el viento.	verified	claude-blind,claude-review	
h3p207	你换了新裤子，真好看！	Nǐ huàn le xīn kù zi, zhēn hǎo kàn!	You changed into new trousers. They look great!	¡Te pusiste un pantalón nuevo, te ves muy bien!	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p208	我画了你，你看像不像？	Wǒ huà le nǐ, nǐ kàn xiàng bu xiàng?	I drew you. Does it look like you?	Te dibujé, ¿se parece a ti?	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p209	我对做饭很感兴趣，教教我吧。	Wǒ duì zuò fàn hěn gǎn xìng qù, jiāo jiāo wǒ ba.	I'm interested in cooking. Teach me!	Me interesa mucho cocinar, ¡enséñame!	verified	claude-blind,claude-review	
h3p210	你是晚上回来，还是明天早上回来？	Nǐ shì wǎn shang huí lái, hái shì míng tiān zǎo shang huí lái?	Are you coming back tonight or tomorrow morning?	¿Vuelves esta noche o mañana por la mañana?	verified	claude-blind,claude-review	
h3p211	你决定去哪个公园了吗？	Nǐ jué dìng qù nǎ ge gōng yuán le ma?	Have you decided which park to go to?	¿Ya decidiste a qué parque vas a ir?	verified	claude-blind,claude-review	
h3p212	这个季节，公园里的花最多。	Zhè ge jì jié, gōng yuán lǐ de huā zuì duō.	In this season the park has the most flowers.	En esta estación es cuando el parque tiene más flores.	verified	claude-blind,claude-review	
h3p213	我不想让今天结束，再玩一会儿吧。	Wǒ bù xiǎng ràng jīn tiān jié shù, zài wán yí huìr ba.	I don't want today to end. Let's play a little longer.	No quiero que se acabe el día de hoy, juguemos un ratito más.	verified	claude-blind,claude-review	
h3p214	快到节日了，我想吃好吃的。	Kuài dào jié rì le, wǒ xiǎng chī hǎo chī de.	The festival is nearly here. I want something yummy.	Ya casi es la fiesta, quiero comer algo rico.	verified	claude-blind,claude-review	
h3p215	你的声音真好听，再讲一个故事吧。	Nǐ de shēng yīn zhēn hǎo tīng, zài jiǎng yí gè gù shì ba.	Your voice is lovely. Tell me another story.	Tu voz es preciosa, cuéntame otro cuento.	verified	claude-blind,claude-review	
h3p216	我几乎什么都记得，就是忘了你的生日。	Wǒ jī hū shén me dōu jì de, jiù shì wàng le nǐ de shēng rì.	I remember almost everything, except I forgot your birthday.	Me acuerdo de casi todo, solo que olvidé tu cumpleaños.	verified	claude-blind,claude-review	
h3p218	我想借你的书看看。	Wǒ xiǎng jiè nǐ de shū kàn kan.	I'd like to borrow your book.	Quiero tomar prestado tu libro para leerlo.	verified	claude-blind,claude-review	
h3p219	会议开完了吗？我想找你玩。	Huì yì kāi wán le ma? Wǒ xiǎng zhǎo nǐ wán.	Is the meeting over? I want to play with you.	¿Ya terminó la reunión? Quiero ir a jugar contigo.	verified	claude-blind,claude-review	
h3p220	我们一起检查一下冰箱吧。	Wǒ men yì qǐ jiǎn chá yí xià bīng xiāng ba.	Let us check the fridge together.	Revisemos juntos el refrigerador.	verified	claude-blind,claude-review	
h3p221	蓝色的东西，我都喜欢。	Lán sè de dōng xi, wǒ dōu xǐ huan.	I like anything blue.	Todo lo azul me gusta.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p222	我怕黑，你别关灯。	Wǒ pà hēi, nǐ bié guān dēng.	I'm afraid of the dark. Don't turn off the light.	Le tengo miedo a la oscuridad, no apagues la luz.	verified	claude-blind,claude-review	
h3p223	你为什么哭了？谁让你不高兴？	Nǐ wèi shén me kū le? Shéi ràng nǐ bù gāo xìng?	Why are you crying? Who upset you?	¿Por qué lloraste? ¿Quién te hizo enojar?	verified	claude-blind,claude-review	
h3p226	后来你去哪儿了？我等了你很久。	Hòu lái nǐ qù nǎr le? Wǒ děng le nǐ hěn jiǔ.	Where did you go afterwards? I waited for you a long time.	¿Adónde fuiste después? Te esperé mucho tiempo.	verified	claude-blind,claude-review	
h3p227	你们国家有什么节日？	Nǐ men guó jiā yǒu shén me jié rì?	What festivals does your country have?	¿Qué fiestas hay en tu país?	verified	claude-blind,claude-review	
h3p228	我想学怎么解决问题。	Wǒ xiǎng xué zěn me jiě jué wèn tí.	I want to learn how to solve problems.	Quiero aprender a resolver problemas.	verified	claude-blind,claude-review	
h3p229	我不想换衣服，我喜欢这件。	Wǒ bù xiǎng huàn yī fu, wǒ xǐ huan zhè jiàn.	I do not want to change clothes. I like this one.	No quiero cambiarme de ropa, me gusta esta.	verified	claude-blind,claude-review	
h3p230	你今天检查作业了吗？	Nǐ jīn tiān jiǎn chá zuò yè le ma?	Did you check your homework today?	¿Revisaste hoy la tarea?	verified	claude-blind,claude-review	
h3p231	我画的花好看吗？	Wǒ huà de huā hǎo kàn ma?	Does the flower I drew look nice?	¿Te gusta la flor que dibujé?	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p232	你每天都很忙，我很关心你。	Nǐ měi tiān dōu hěn máng, wǒ hěn guān xīn nǐ.	You are busy every day. I care about you.	Estás ocupado todos los días, y me preocupo por ti.	verified	claude-blind,claude-review	
h3p233	今天刮风，我们别去公园了。	Jīn tiān guā fēng, wǒ men bié qù gōng yuán le.	It is windy today. Let us not go to the park.	Hoy hace viento, mejor no vayamos al parque.	verified	claude-blind,claude-review	
h3p234	你的老朋友今天会来吗？	Nǐ de lǎo péng you jīn tiān huì lái ma?	Is your old friend coming today?	¿Hoy vendrá tu viejo amigo?	verified	claude-blind,claude-review	
h3p235	我喜欢甜的东西，例如蛋糕和苹果。	Wǒ xǐ huan tián de dōng xi, lì rú dàn gāo hé píng guǒ.	I like sweet things, like cake and apples.	Me gustan las cosas dulces, por ejemplo el pastel y las manzanas.	verified	claude-blind,claude-review	
h3p236	我的脸有点儿绿，你看到了吗？	Wǒ de liǎn yǒu diǎnr lǜ, nǐ kàn dào le ma?	My face is a little green. Did you notice?	Tengo la cara un poco verde, ¿lo notaste?	verified	claude-blind,claude-review	
h3p237	我每天都练习跳舞。	Wǒ měi tiān dōu liàn xí tiào wǔ.	I practise dancing every day.	Practico baile todos los días.	verified	claude-blind,claude-review	
h3p238	一辆红色的车开过去了。	Yí liàng hóng sè de chē kāi guò qù le.	A red car just drove past.	Pasó un auto rojo.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p239	我想多了解你一点儿。	Wǒ xiǎng duō liǎo jiě nǐ yì diǎnr.	I want to get to know you a little better.	Quiero conocerte un poco mejor.	verified	claude-blind,claude-review	
h3p240	邻居家的猫今天又来了。	Lín jū jiā de māo jīn tiān yòu lái le.	The neighbour's cat came over again today.	El gato de los vecinos volvió a venir hoy.	verified	claude-blind,claude-review	
h3p241	另外，我还想吃一片面包。	Lìng wài, wǒ hái xiǎng chī yí piàn miàn bāo.	Also, I would like a slice of bread.	Además, quiero una rebanada de pan.	verified	claude-blind,claude-review	
h3p242	你走的时候，能不能给我留着灯？	Nǐ zǒu de shí hou, néng bu néng gěi wǒ liú zhe dēng?	When you go, could you leave the light on for me?	Cuando te vayas, ¿podrías dejarme la luz encendida?	verified	claude-blind,claude-review	
h3p243	你留下来，好不好？	Nǐ liú xià lái, hǎo bu hǎo?	Will you stay, please?	Quédate, ¿sí?	verified	claude-blind,claude-review	
h3p244	这里的楼好高啊！	Zhè lǐ de lóu hǎo gāo a!	The buildings here are so tall!	¡Los edificios de aquí son muy altos!	verified	claude-blind,claude-review	
h3p245	我是绿色的，你喜欢吗？	Wǒ shì lǜ sè de, nǐ xǐ huan ma?	I'm green. Do you like it?	Soy verde, ¿te gusta?	verified	claude-blind,claude-review	
h3p246	我马上就好，等我一下。	Wǒ mǎ shàng jiù hǎo, děng wǒ yí xià.	I'll be ready in a moment, wait for me.	Ya casi estoy listo, espérame un momento.	verified	claude-blind,claude-review	
h3p247	我对今天很满意。	Wǒ duì jīn tiān hěn mǎn yì.	I'm very happy with today.	Estoy muy satisfecho con el día de hoy.	verified	claude-blind,claude-review	
h3p248	你的帽子真好看！	Nǐ de mào zi zhēn hǎo kàn!	Your hat looks great!	¡Tu sombrero te queda muy bien!	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p249	我只有一米高，很小吧？	Wǒ zhǐ yǒu yì mǐ gāo, hěn xiǎo ba?	I'm only one metre tall. Pretty small, right?	Solo mido un metro, soy muy pequeño, ¿verdad?	verified	claude-blind,claude-review	
h3p250	我饿了，想吃面包。	Wǒ è le, xiǎng chī miàn bāo.	I'm hungry. I want some bread.	Tengo hambre, quiero pan.	verified	claude-blind,claude-review	
h3p251	面包真香！	Miàn bāo zhēn xiāng!	The bread smells so good!	¡Qué rico huele el pan!	verified	claude-blind,claude-review	
h3p252	我明白了，你是想让我安静一点儿。	Wǒ míng bái le, nǐ shì xiǎng ràng wǒ ān jìng yì diǎnr.	I get it. You want me to be quiet.	Ya entendí, quieres que haga menos ruido.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p253	我想拿那个苹果，可是拿不到。	Wǒ xiǎng ná nà ge píng guǒ, kě shì ná bú dào.	I want to grab that apple, but I can't reach it.	Quiero agarrar esa manzana, pero no la alcanzo.	verified	claude-blind,claude-review	
h3p254	别拿走我的东西！	Bié ná zǒu wǒ de dōng xi!	Don't take my things!	¡No te lleves mis cosas!	verified	claude-blind,claude-review	
h3p255	你奶奶今天会来吗？	Nǐ nǎi nai jīn tiān huì lái ma?	Is your grandmother coming today?	¿Tu abuela vendrá hoy?	verified	claude-blind,claude-review	
h3p256	小鸟往南飞了。	Xiǎo niǎo wǎng nán fēi le.	The birds flew south.	Los pajaritos volaron hacia el sur.	verified	claude-blind,claude-review	
h3p257	你要走了，我有点儿难过。	Nǐ yào zǒu le, wǒ yǒu diǎnr nán guò.	You're leaving, and I feel a bit sad.	Te vas a ir y me pongo un poco triste.	verified	claude-blind,claude-review	
h3p258	我今天很难过，你和我玩吧。	Wǒ jīn tiān hěn nán guò, nǐ hé wǒ wán ba.	I'm sad today. Play with me, please.	Hoy estoy triste, juega conmigo.	verified	claude-blind,claude-review	
h3p259	你现在是几年级？	Nǐ xiàn zài shì jǐ nián jí?	What grade are you in now?	¿En qué año escolar estás ahora?	verified	claude-blind,claude-review	
h3p260	你看起来很年轻！	Nǐ kàn qǐ lái hěn nián qīng!	You look so young!	¡Te ves muy joven!	verified	claude-blind,claude-review	
h3p261	有一只鸟在树上唱歌。	Yǒu yì zhī niǎo zài shù shàng chàng gē.	A bird is singing in the tree.	Hay un pájaro cantando en el árbol.	verified	claude-blind,claude-review	
h3p262	我会努力的！	Wǒ huì nǔ lì de!	I'll try hard!	¡Me esforzaré!	verified	claude-blind,claude-review	
h3p263	我每天都很努力地练习。	Wǒ měi tiān dōu hěn nǔ lì de liàn xí.	I work hard at practising every day.	Practico con mucho esfuerzo todos los días.	verified	claude-blind,claude-review	
h3p264	周末我们去爬山吧。	Zhōu mò wǒ men qù pá shān ba.	Let's go climbing on the weekend.	El fin de semana vamos a hacer senderismo.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p265	爬山太累了，我想睡觉。	Pá shān tài lèi le, wǒ xiǎng shuì jiào.	Climbing was so tiring. I want to sleep.	Subir la montaña es agotador, quiero dormir.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p266	盘子里还有一块蛋糕。	Pán zi lǐ hái yǒu yí kuài dàn gāo.	There's still a piece of cake on the plate.	Todavía queda un pedazo de pastel en el plato.	verified	claude-blind,claude-review	
h3p267	我是不是变胖了？	Wǒ shì bu shì biàn pàng le?	Have I gotten fat?	¿Me habré puesto gordo?	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p268	你的皮鞋好亮啊！	Nǐ de pí xié hǎo liàng a!	Your leather shoes are so shiny!	¡Tus zapatos de cuero brillan mucho!	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p269	我不喝啤酒，我喜欢喝水。	Wǒ bù hē pí jiǔ, wǒ xǐ huan hē shuǐ.	I don't drink beer. I like water.	No tomo cerveza, me gusta tomar agua.	verified	claude-blind,claude-review	
h3p270	瓶子里没有水了。	Píng zi lǐ méi yǒu shuǐ le.	There's no water left in the bottle.	Ya no queda agua en la botella.	verified	claude-blind,claude-review	
h3p271	其实我不太饿。	Qí shí wǒ bú tài è.	Actually, I'm not that hungry.	En realidad no tengo tanta hambre.	verified	claude-blind,claude-review	
h3p272	其实我很想你。	Qí shí wǒ hěn xiǎng nǐ.	Actually, I really miss you.	En realidad te extraño mucho.	verified	claude-blind,claude-review	
h3p273	其他人都去哪儿了？	Qí tā rén dōu qù nǎr le?	Where did everybody else go?	¿Adónde se fueron todos los demás?	verified	claude-blind,claude-review	
h3p274	飞机马上就要起飞了。	Fēi jī mǎ shàng jiù yào qǐ fēi le.	The plane is about to take off.	El avión está a punto de despegar.	verified	claude-blind,claude-review	
h3p275	我没听清楚，你再说一遍吧。	Wǒ méi tīng qīng chǔ, nǐ zài shuō yí biàn ba.	I did not catch that. Say it again.	No oí bien, dilo otra vez.	verified	claude-blind,claude-review	
h3p276	今天我想请假，不想学习。	Jīn tiān wǒ xiǎng qǐng jià, bù xiǎng xué xí.	I want to take the day off today. I don't feel like studying.	Hoy quiero pedir permiso para faltar, no tengo ganas de estudiar.	verified	claude-blind,claude-review	
h3p277	秋天到了，天气很好。	Qiū tiān dào le, tiān qì hěn hǎo.	Autumn is here and the weather is lovely.	Llegó el otoño y hace buen tiempo.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p278	我喜欢秋天的太阳。	Wǒ xǐ huan qiū tiān de tài yáng.	I like the autumn sun.	Me gusta el sol del otoño.	verified	claude-blind,claude-review	
h3p279	你的裙子真漂亮！	Nǐ de qún zi zhēn piào liang!	Your skirt is so pretty!	¡Tu falda es muy bonita!	verified	claude-blind,claude-review	
h3p280	先吃饭，然后再玩。	Xiān chī fàn, rán hòu zài wán.	Eat first, then play.	Primero comemos y luego jugamos.	verified	claude-blind,claude-review	
h3p281	我先睡一会儿，然后再找你玩。	Wǒ xiān shuì yí huìr, rán hòu zài zhǎo nǐ wán.	I'll take a nap first and then come play with you.	Primero duermo un ratito y luego voy a jugar contigo.	verified	claude-blind,claude-review	
h3p282	你好热情啊，我喜欢你！	Nǐ hǎo rè qíng a, wǒ xǐ huan nǐ!	You're so warm and friendly. I like you!	¡Eres muy cariñoso, me caes muy bien!	verified	claude-blind,claude-review	
h3p283	我认为今天会下雨。	Wǒ rèn wéi jīn tiān huì xià yǔ.	I think it's going to rain today.	Creo que hoy va a llover.	verified	claude-blind,claude-review	
h3p284	你认为我可爱吗？	Nǐ rèn wéi wǒ kě ài ma?	Do you think I'm cute?	¿Crees que soy lindo?	verified	claude-blind,claude-review	
h3p286	你认真地看着我，我有点儿不好意思。	Nǐ rèn zhēn de kàn zhe wǒ, wǒ yǒu diǎnr bù hǎo yì si.	You're looking at me so intently, and I'm a little shy.	Me miras con tanta atención que me da un poco de vergüenza.	verified	claude-blind,claude-review	
h3p287	这个问题很容易。	Zhè ge wèn tí hěn róng yì.	This question is easy.	Esta pregunta es muy fácil.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
