id	script	reading	english	gloss	status	checks	note
p219	你们好！	Nǐ men hǎo!	Hello, everyone!	¡Hola a todos!	verified	claude-blind,claude-review	
p220	我喜欢你的衣服。	Wǒ xǐ huan nǐ de yī fu.	I like your clothes.	Me gusta tu ropa.	verified	claude-blind,claude-review	
p221	你的衣服很漂亮。	Nǐ de yī fu hěn piào liang.	Your clothes are very pretty.	Tu ropa es muy bonita.	verified	claude-blind,claude-review	
p222	这个星期我很高兴。	Zhè ge xīng qī wǒ hěn gāo xìng.	I'm very happy this week.	Esta semana estoy muy feliz.	verified	claude-blind,claude-review	
p223	我明天不工作。	Wǒ míng tiān bù gōng zuò.	I'm not working tomorrow.	Mañana no trabajo.	verified	claude-blind,claude-review	
p224	我能看电视吗？	Wǒ néng kàn diàn shì ma?	Can I watch TV?	¿Puedo ver televisión?	verified	claude-blind,claude-review	
p225	你能看见我吗？	Nǐ néng kàn jiàn wǒ ma?	Can you see me?	¿Puedes verme?	verified	claude-blind,claude-review	
p226	我看见你了！	Wǒ kàn jiàn nǐ le!	I see you!	¡Te veo!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p227	我想看看。	Wǒ xiǎng kàn kan.	I want to have a look.	Quiero mirar.	verified	claude-blind,claude-review	
p228	我不会写这个字。	Wǒ bú huì xiě zhè ge zì.	I can't write this character.	No sé escribir este carácter.	verified	claude-blind,claude-review	
p229	你会做饭吗？	Nǐ huì zuò fàn ma?	Can you cook?	¿Sabes cocinar?	verified	claude-blind,claude-review	
p231	他什么时候回来？	Tā shén me shí hou huí lái?	When is he coming back?	¿Cuándo vuelve él?	verified	claude-blind,claude-review	
p232	我想和你说汉语。	Wǒ xiǎng hé nǐ shuō hàn yǔ.	I want to speak Chinese with you.	Quiero hablar chino contigo.	verified	claude-blind,claude-review	
p233	我和我的朋友去商店。	Wǒ hé wǒ de péng you qù shāng diàn.	My friend and I are going to the shop.	Mi amigo y yo vamos a la tienda.	verified	claude-blind,claude-review	
p234	猫和狗都很好。	Māo hé gǒu dōu hěn hǎo.	Cats and dogs are both nice.	Los gatos y los perros son buenos.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p235	我不太喜欢这个。	Wǒ bú tài xǐ huan zhè ge.	I don't really like this.	No me gusta mucho esto.	verified	claude-blind,claude-review	
p236	太热了！	Tài rè le!	It's too hot!	¡Hace demasiado calor!	verified	claude-blind,claude-review	
p237	太冷了！	Tài lěng le!	It's too cold!	¡Hace demasiado frío!	verified	claude-blind,claude-review	
p238	太大了！	Tài dà le!	It's too big!	¡Es demasiado grande!	verified	claude-blind,claude-review	
p239	太小了！	Tài xiǎo le!	It's too small!	¡Es demasiado pequeño!	verified	claude-blind,claude-review	
p240	太少了！	Tài shǎo le!	That's too little!	¡Es demasiado poco!	verified	claude-blind,claude-review	
p241	我很爱我的家。	Wǒ hěn ài wǒ de jiā.	I love my family very much.	Amo mucho a mi familia.	verified	claude-blind,claude-review	
p242	你喜欢北京吗？	Nǐ xǐ huan běi jīng ma?	Do you like Beijing?	¿Te gusta Beijing?	verified	claude-blind,claude-review	
p243	那个商店很大。	Nà ge shāng diàn hěn dà.	That shop is very big.	Esa tienda es muy grande.	verified	claude-blind,claude-review	
p244	医院在学校后面。	Yī yuàn zài xué xiào hòu mian.	The hospital is behind the school.	El hospital está detrás de la escuela.	verified	claude-blind,claude-review	
p245	商店在前面。	Shāng diàn zài qián mian.	The shop is up ahead.	La tienda está más adelante.	verified	claude-blind,claude-review	
p246	你家在哪儿？	Nǐ jiā zài nǎr?	Where is your home?	¿Dónde está tu casa?	verified	claude-blind,claude-review	
p247	我的家很小。	Wǒ de jiā hěn xiǎo.	My home is very small.	Mi casa es muy pequeña.	verified	claude-blind,claude-review	
p248	我想认识你。	Wǒ xiǎng rèn shi nǐ.	I'd like to get to know you.	Me gustaría conocerte.	verified	claude-blind,claude-review	
p249	你说什么？	Nǐ shuō shén me?	What did you say?	¿Qué dijiste?	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p250	你听！	Nǐ tīng!	Listen!	¡Escucha!	verified	claude-blind,claude-review	
p251	我在听。	Wǒ zài tīng.	I'm listening.	Estoy escuchando.	verified	claude-blind,claude-review	
p252	你想去哪儿？	Nǐ xiǎng qù nǎr?	Where do you want to go?	¿Adónde quieres ir?	verified	claude-blind,claude-review	
p253	我们去哪儿吃饭？	Wǒ men qù nǎr chī fàn?	Where shall we eat?	¿Adónde vamos a comer?	verified	claude-blind,claude-review	
p254	这个饭店很好。	Zhè ge fàn diàn hěn hǎo.	This restaurant is very good.	Este restaurante es muy bueno.	verified	claude-blind,claude-review	
p255	我们去那个饭店。	Wǒ men qù nà ge fàn diàn.	We're going to that restaurant.	Vamos a ese restaurante.	verified	claude-blind,claude-review	
p256	我想吃中国菜。	Wǒ xiǎng chī zhōng guó cài.	I want to eat Chinese food.	Quiero comer comida china.	verified	claude-blind,claude-review	
p257	中国菜很好吃。	Zhōng guó cài hěn hǎo chī.	Chinese food is very tasty.	La comida china es muy rica.	verified	claude-blind,claude-review	
p258	你喜欢吃什么菜？	Nǐ xǐ huan chī shén me cài?	What dishes do you like?	¿Qué platos te gustan?	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p259	我不喜欢吃苹果。	Wǒ bù xǐ huan chī píng guǒ.	I don't like eating apples.	No me gusta comer manzanas.	verified	claude-blind,claude-review	
p260	这是谁的书？	Zhè shì shéi de shū?	Whose book is this?	¿De quién es este libro?	verified	claude-blind,claude-review	
p261	这是我的书。	Zhè shì wǒ de shū.	This is my book.	Este es mi libro.	verified	claude-blind,claude-review	
p262	那不是我的。	Nà bú shì wǒ de.	That's not mine.	Eso no es mío.	verified	claude-blind,claude-review	
p263	这是你的吗？	Zhè shì nǐ de ma?	Is this yours?	¿Esto es tuyo?	verified	claude-blind,claude-review	
p264	我是你的朋友吗？	Wǒ shì nǐ de péng you ma?	Am I your friend?	¿Soy tu amigo?	verified	claude-blind,claude-review	
p265	你是老师吗？	Nǐ shì lǎo shī ma?	Are you a teacher?	¿Eres maestro?	verified	claude-blind,claude-review	
p266	我不是老师。	Wǒ bú shì lǎo shī.	I'm not a teacher.	No soy maestro.	verified	claude-blind,claude-review	
p267	今天星期一。	Jīn tiān xīng qī yī.	Today is Monday.	Hoy es lunes.	verified	claude-blind,claude-review	
p268	明天星期六。	Míng tiān xīng qī liù.	Tomorrow is Saturday.	Mañana es sábado.	verified	claude-blind,claude-review	
p269	九月很热。	Jiǔ yuè hěn rè.	September is very hot.	Septiembre es muy caluroso.	verified	claude-blind,claude-review	
p270	十二月很冷。	Shí èr yuè hěn lěng.	December is very cold.	Diciembre es muy frío.	verified	claude-blind,claude-review	
p271	我明年去中国。	Wǒ míng nián qù zhōng guó.	I'm going to China next year.	El próximo año voy a China.	verified	claude-blind,claude-review	
p272	我去年在北京。	Wǒ qù nián zài běi jīng.	I was in Beijing last year.	El año pasado estuve en Beijing.	verified	claude-blind,claude-review	
p273	我很喜欢我的老师。	Wǒ hěn xǐ huan wǒ de lǎo shī.	I really like my teacher.	Me gusta mucho mi maestro.	verified	claude-blind,claude-review	
p274	我们的老师很好。	Wǒ men de lǎo shī hěn hǎo.	Our teacher is very good.	Nuestro maestro es muy bueno.	verified	claude-blind,claude-review	
p275	我在写字。	Wǒ zài xiě zì.	I'm writing characters.	Estoy escribiendo caracteres.	verified	claude-blind,claude-review	
p276	多少个？	Duō shao gè?	How many?	¿Cuántos?	verified	claude-blind,claude-review	
p277	多少人？	Duō shao rén?	How many people?	¿Cuántas personas?	verified	claude-blind,claude-review	
p278	有很多人。	Yǒu hěn duō rén.	There are lots of people.	Hay mucha gente.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p279	没有人。	Méi yǒu rén.	There's nobody.	No hay nadie.	verified	claude-blind,claude-review	
p280	我什么都没有。	Wǒ shén me dōu méi yǒu.	I don't have anything.	No tengo nada.	verified	claude-blind,claude-review	
p281	你什么时候来？	Nǐ shén me shí hou lái?	When are you coming?	¿Cuándo vienes?	verified	claude-blind,claude-review	
p282	我现在来。	Wǒ xiàn zài lái.	I'm coming now.	Ya voy.	verified	claude-blind,claude-review	
p283	我明天来。	Wǒ míng tiān lái.	I'll come tomorrow.	Vengo mañana.	verified	claude-blind,claude-review	
p284	他没有来。	Tā méi yǒu lái.	He didn't come.	Él no vino.	verified	claude-blind,claude-review	
p285	请来我家。	Qǐng lái wǒ jiā.	Please come to my home.	Ven a mi casa, por favor.	verified	claude-blind,claude-review	
p286	我能坐这儿吗？	Wǒ néng zuò zhèr ma?	Can I sit here?	¿Puedo sentarme aquí?	verified	claude-blind,claude-review	
p287	请坐这儿。	Qǐng zuò zhèr.	Please sit here.	Siéntate aquí, por favor.	verified	claude-blind,claude-review	
p288	我坐在椅子上。	Wǒ zuò zài yǐ zi shang.	I'm sitting on the chair.	Estoy sentado en la silla.	verified	claude-blind,claude-review	
p289	他坐在我后面。	Tā zuò zài wǒ hòu mian.	He's sitting behind me.	Él está sentado detrás de mí.	verified	claude-blind,claude-review	
p290	这个苹果很大。	Zhè ge píng guǒ hěn dà.	This apple is very big.	Esta manzana es muy grande.	verified	claude-blind,claude-review	
p291	那个苹果很小。	Nà ge píng guǒ hěn xiǎo.	That apple is very small.	Esa manzana es muy pequeña.	verified	claude-blind,claude-review	
p292	我不想说。	Wǒ bù xiǎng shuō.	I'd rather not say.	Prefiero no decir.	verified	claude-blind,claude-review	
p293	你能来吗？	Nǐ néng lái ma?	Can you come?	¿Puedes venir?	verified	claude-blind,claude-review	
p294	我不能来。	Wǒ bù néng lái.	I can't come.	No puedo venir.	verified	claude-blind,claude-review	
p295	没有了。	Méi yǒu le.	There's none left.	Ya no hay.	verified	claude-blind,claude-review	
p296	好的。	Hǎo de.	Okay.	Está bien.	verified	claude-blind,claude-review	
p297	是的。	Shì de.	Yes.	Sí.	verified	claude-blind,claude-review	
p298	不是。	Bú shì.	No, it isn't.	No.	verified	claude-blind,claude-review	
p299	对不起，我不认识你。	Duì bu qǐ, wǒ bú rèn shi nǐ.	Sorry, I don't know you.	Perdón, no te conozco.	verified	claude-blind,claude-review	
p300	我爱中国菜。	Wǒ ài zhōng guó cài.	I love Chinese food.	Me encanta la comida china.	verified	claude-blind,claude-review	
p301	我爱喝茶。	Wǒ ài hē chá.	I love drinking tea.	Me encanta tomar té.	verified	claude-blind,claude-review	
p302	我爱看书。	Wǒ ài kàn shū.	I love reading.	Me encanta leer.	verified	claude-blind,claude-review	
p303	我爱睡觉。	Wǒ ài shuì jiào.	I love sleeping.	Me encanta dormir.	verified	claude-blind,claude-review	
p304	我爱吃东西。	Wǒ ài chī dōng xi.	I love eating.	Me encanta comer.	verified	claude-blind,claude-review	
